id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2318,"Casa Madrona - Urban Oasis, 1 block from the Park!",2536,Megan,Central Area,Madrona,47.610819276291444,-122.29081600224306,Entire home/apt,296,4,20,2018-09-18,0.16,3,345
4291,Sunrise in Seattle Master Suite,35749,Jess & Joey,Other neighborhoods,Roosevelt,47.68780100864706,-122.31342727386499,Private room,82,2,63,2018-10-06,0.96,5,365
5682,"Cozy Studio, min. to downtown -WiFi",8993,Maddy,Delridge,South Delridge,47.52397950434662,-122.35989059909596,Entire home/apt,48,3,461,2018-11-02,4.37,1,24
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.6541086069472,-122.33760528816453,Entire home/apt,90,2,134,2018-10-21,1.18,3,287
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.5506196980812,-122.32013541411905,Private room,65,2,130,2018-09-09,1.29,5,336
9460,Downtown/Convention Ctr B&B - Nice!,30832,Siena,Downtown,First Hill,47.608009981918165,-122.32873866995098,Private room,80,3,399,2018-10-28,3.56,4,133
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.555389255794196,-122.38473862707006,Entire home/apt,165,2,35,2018-10-08,0.42,2,267
9534,The Coolest Tangerine Dream MIL! ,31481,Cassie,West Seattle,Fairmount Park,47.55623565364458,-122.38598050615109,Entire home/apt,125,2,36,2018-10-29,0.43,2,352
9596,"the down home , spacious, central and fab!",14942,Joyce,Other neighborhoods,Wallingford,47.654787431000194,-122.33651988462253,Entire home/apt,120,2,76,2018-10-01,0.84,3,94
9909,Luna Park Lower - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56520912747711,-122.37374751683319,Entire home/apt,125,3,57,2018-10-23,3.75,8,22
10209,Stay here for a blast!!!!,31553,Mike & Cassandra,Delridge,High Point,47.55364568574284,-122.36325732522702,Private room,50,5,36,2018-06-20,0.33,1,334
10385,Upscale Seattle Hotel Alternative ,35749,Jess & Joey,Northgate,Maple Leaf,47.69571857927814,-122.3119439187342,Private room,60,2,94,2018-09-23,0.85,5,335
10695,Private 2 Rooms & 1 Bath ,35749,Jess & Joey,Northgate,Maple Leaf,47.6972009725803,-122.31348102897086,Private room,109,2,21,2018-09-04,0.20,5,327
11012,"the orange house, quiet 'n central",14942,Joyce,Other neighborhoods,Wallingford,47.654476789922704,-122.33646426288396,Entire home/apt,299,2,80,2018-09-03,0.75,3,43
11411,Hotel Room & Bath Alternative,35749,Jess & Joey,Northgate,Maple Leaf,47.6957369530758,-122.31316340795988,Private room,60,2,72,2018-09-09,0.68,5,357
14386,Quiet Cozy Upstairs BR Green Lake,39377,Bob,Other neighborhoods,Green Lake,47.68724567609187,-122.33469570235958,Private room,40,1,121,2018-10-27,1.20,3,105
15108,Green Lake Private Ground Floor BR,39377,Bob,Other neighborhoods,Green Lake,47.688265547431456,-122.33585552400167,Private room,60,1,70,2018-10-26,0.78,3,365
15749,Artsy Green Lake guest room with active family,61636,Angela,Other neighborhoods,Green Lake,47.68407227844439,-122.32648843212662,Private room,100,3,16,2018-07-28,0.19,2,89
17951,"West Seattle, The Starlight Studio",33360,Laura,West Seattle,Fairmount Park,47.55538173399459,-122.38622263103159,Entire home/apt,105,2,88,2018-11-05,0.86,8,350
19619,Lively Vacation Home in Seattle with Puget Sound Views,74305,Seattle Oasis,Downtown,Belltown,47.61361553464316,-122.34705781490611,Entire home/apt,145,2,75,2018-09-14,0.75,43,132
20868,"Newly Remodeled ""Boho Modern"" in Mapleleaf",35749,Jess & Joey,Northgate,Maple Leaf,47.6953856704553,-122.31307494755681,Entire home/apt,199,2,119,2018-10-08,1.16,5,356
20927,Cottage in the Heart of Ballard,79450,Brad / Liz,Ballard,Adams,47.67333938829472,-122.39512028203794,Entire home/apt,89,2,479,2018-11-04,4.70,2,117
20928,Victorian in the Heart of Ballard,79450,Brad / Liz,Ballard,Adams,47.67360709682782,-122.39380285936103,Private room,79,2,265,2018-11-02,6.32,2,120
23192,Large Modern Unit - 3 blocks from the light-rail,90437,Ian,Capitol Hill,Broadway,47.622366024993305,-122.31591800037413,Entire home/apt,200,3,95,2018-11-09,1.44,4,327
23356,3bd 2bt great bargain  sleep 8-10,91286,Tonyhai,Beacon Hill,Holly Park,47.534188402884425,-122.28139323445038,Entire home/apt,189,5,19,2018-08-20,0.21,1,323
24212,11/11-13★PERFECT Getaway w/ Views★,74305,Seattle Oasis,Downtown,Belltown,47.61539626635263,-122.34866374592198,Entire home/apt,157,1,77,2018-10-11,0.79,43,149
25002,"Beautiful, Private Spot in Quiet Ballard",102684,Amanda,Ballard,Whittier Heights,47.67941168994686,-122.3705396261051,Entire home/apt,70,2,683,2018-11-11,6.55,1,148
26116,2-bedroom Capitol Hill Pied-à-terre,110248,Jamilah,Capitol Hill,Broadway,47.61742597866284,-122.32675627170121,Entire home/apt,259,2,143,2016-09-24,1.44,1,317
26795,Lake Union Cottage - Shore and Cityview,114228,Kelly,Cascade,Eastlake,47.63952607557886,-122.32837874221386,Entire home/apt,275,30,59,2018-07-18,0.59,1,364
30712,Cozy Ballard Apartment,107605,Al,Ballard,Loyal Heights,47.67890136088437,-122.38186327462999,Entire home/apt,75,4,85,2018-10-15,0.83,1,363
37234,Your Home Away From Home.  Private Parking onsite.,160789,Darrell,Ballard,Loyal Heights,47.68804807506789,-122.39230999944377,Entire home/apt,85,3,3,2018-09-30,0.12,2,357
38545,"en-suite, fireplace,chef kitchen. no car needed!",165390,Seth,Other neighborhoods,Wallingford,47.65263063691207,-122.34221714449508,Entire home/apt,225,10,93,2018-10-04,0.96,7,167
41401,Home Away From Home - MIL Suite    ,180441,Pina,Beacon Hill,Mid-Beacon Hill,47.56034897677932,-122.31402319056403,Entire home/apt,95,10,28,2017-05-06,0.28,1,199
43373,Big sunny central house with view!,189356,Michael,Other neighborhoods,Wallingford,47.65055155589547,-122.3305886624664,Private room,55,2,223,2018-11-05,2.22,1,336
47491,Tranquil Rooms at Maple Creek House,215230,Carol,Other neighborhoods,Wedgwood,47.69246459555626,-122.28688376888938,Private room,60,3,43,2018-08-07,0.43,4,142
48848,green suite seattle - dog friendly,212404,Piper + Kent,Other neighborhoods,Windermere,47.671587043300455,-122.25994740399302,Entire home/apt,110,2,39,2018-10-23,0.40,2,199
50233,Highly Desirable 2-bdrm BAMBOO Suite!,230140,Marie,West Seattle,Genesee,47.56642870956144,-122.38084221302333,Entire home/apt,180,1,29,2018-03-12,0.32,2,318
52525,Maple Creek House in Wedgwood,215230,Carol,Other neighborhoods,Wedgwood,47.692701184421885,-122.28547904161472,Private room,45,3,29,2018-07-01,0.29,4,364
58503,Spacious Private Daylight Basement Apartment,157262,Gus & Chelsea,Other neighborhoods,Phinney Ridge,47.67946703769805,-122.35660008151442,Entire home/apt,75,2,215,2018-11-05,4.27,1,331
59827,Contemporary Condo with Rooftop Views in Belltown Seattle,74305,Seattle Oasis,Downtown,Belltown,47.616273890892515,-122.34412623197156,Entire home/apt,96,2,40,2018-10-31,0.42,43,0
63733,Seattle- Ballard Guestsuite -,311363,Irmgard,Ballard,West Woodland,47.67171434029387,-122.36588759794856,Entire home/apt,76,3,212,2018-10-14,2.30,1,336
66540,Large Tranquil Room in Wedgwood,215230,Carol,Other neighborhoods,Wedgwood,47.6942077242851,-122.2862491662176,Private room,50,3,25,2018-10-05,0.26,4,178
66611,Study Den in Tranquil Setting,215230,Carol,Other neighborhoods,Wedgwood,47.69281514920636,-122.28533646705196,Private room,40,3,24,2018-04-17,0.25,4,363
67270,"Light and airy, steps to the Lake.",331573,Jean,Seward Park,Seward Park,47.56168142907604,-122.27212282797501,Private room,70,2,178,2018-09-05,1.90,1,306
76565,Quiet Room in West Seattle,232785,Aviva,Delridge,Riverview,47.54700198147044,-122.35444065559413,Private room,55,2,10,2018-09-03,0.11,2,88
77149,Central quiet Capitol Hill condo,412854,Goldie,Capitol Hill,Broadway,47.62585161534369,-122.32004132342662,Entire home/apt,110,5,15,2016-09-24,0.16,1,0
86185,West Seattle: Admiral calm & quiet,192355,Jane,West Seattle,North Admiral,47.582391547994945,-122.39447761315975,Private room,75,2,63,2018-10-12,0.69,1,364
103908,Green Lake Gem - Walk to Lake,541406,Trung,Other neighborhoods,Green Lake,47.68427307787124,-122.32661592202152,Entire home/apt,150,3,17,2018-06-28,0.21,2,350
103920,Green Lake Spacious Two Bedrooms - Walk to Lake!,541406,Trung,Other neighborhoods,Green Lake,47.68415690977499,-122.32597215420334,Entire home/apt,250,2,19,2018-09-24,0.26,2,350
107884,West Seattle/Alki Beach House,331494,Anne,West Seattle,North Admiral,47.579996134086876,-122.40204450013182,Entire home/apt,79,2,109,2018-11-13,1.20,1,190
107962,Haller Lake Restored Log Cabin,112093,Roberta & Dan,Northgate,Haller Lake,47.71488519176861,-122.33296364958791,Entire home/apt,120,2,216,2018-11-06,2.40,1,110
108765,Beacon Hill Cottage in the City,541908,Mary,Beacon Hill,Mid-Beacon Hill,47.552566318751964,-122.30434964427232,Entire home/apt,130,2,57,2018-06-10,0.63,1,353
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Other neighborhoods,Fremont,47.65437101931993,-122.35745378318667,Entire home/apt,135,21,36,2018-08-10,0.40,1,80
117165,Suite+Office in Gorgeous View Home,559827,Judith,West Seattle,Alki,47.56873922591498,-122.4064875075231,Private room,100,2,126,2018-10-17,1.43,2,356
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65230910712298,-122.35000452472038,Entire home/apt,79,3,348,2018-11-12,3.85,2,355
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Other neighborhoods,Wallingford,47.669227809393654,-122.3351737225184,Entire home/apt,110,2,85,2018-09-30,0.94,1,311
132160,"Green Lake Guest Suite, private apt",558743,Natalie,Other neighborhoods,Green Lake,47.682260605449805,-122.34344999894368,Entire home/apt,150,3,242,2018-11-11,2.73,2,158
134091,Vintage Capitol Hill - 1 Pkg Spot,658155,Joe,Capitol Hill,Broadway,47.621420958467944,-122.31641953071114,Entire home/apt,170,3,150,2018-11-13,1.71,16,64
136480,Bright Cheery Room in Seattle House,539515,Shari,Seward Park,Seward Park,47.55508435448713,-122.26455326154438,Private room,85,2,56,2018-08-07,0.86,1,200
140331,Metrobilly Retreat,683617,Jana,Central Area,Harrison/Denny-Blaine,47.61893903258519,-122.29212341783386,Private room,75,1,140,2018-09-30,1.55,1,215
143580,N. Beacon Hill- Super Private Room,594315,Jana,Beacon Hill,North Beacon Hill,47.583786700916974,-122.31676967675524,Private room,89,2,343,2018-10-29,3.81,1,348
143704,"Private 1BR, Parking, Eco-Cleaned, 5% to Charity",696788,Julie,Central Area,Mann,47.61231304498604,-122.2982521554196,Entire home/apt,92,3,335,2018-11-12,3.72,1,316
151545,"Seattle 3 BR, 1.25 BA with Gorgeous Water Views",306615,Montara,Capitol Hill,Portage Bay,47.650084722324635,-122.31931451132105,Entire home/apt,180,3,13,2018-09-30,0.15,3,78
158345,Restful Room in W. Ballard-NO cleaning fee!,759949,Marcia,Ballard,Sunset Hill,47.66992137736428,-122.40146384791753,Private room,55,2,406,2018-11-13,4.57,1,289
160222,Apt on Lake Union $99/night in Heart of City,767899,Amy,Queen Anne,East Queen Anne,47.64034606220687,-122.34208824893022,Entire home/apt,110,3,85,2018-10-23,0.95,1,67
162563,Quiet Clean and safe neighborhood,776719,Desmond,Central Area,Minor,47.61294150626933,-122.31263595680257,Private room,90,2,9,2018-08-11,1.75,3,178
170273,Stroll to Stunning Views from a Historic Home,804996,Nadine,Queen Anne,Lower Queen Anne,47.62767351934829,-122.3586108085457,Entire home/apt,750,2,196,2018-11-12,2.20,1,296
170469,Private Bed & Bath in Ballard,756099,Carie,Ballard,Whittier Heights,47.678605473019395,-122.37404563655285,Private room,80,3,84,2018-11-05,2.40,1,12
173896,Cozy in Ballard: Detached Bedroom en Suite,830508,Doug And Lori,Ballard,Sunset Hill,47.67234522076338,-122.39892000802274,Private room,65,2,272,2018-11-11,3.06,1,349
175576,Private Apartment - Queen Anne Hill,239585,Ray & Eileen,Queen Anne,West Queen Anne,47.63548170841016,-122.35847776162176,Entire home/apt,85,2,280,2018-10-29,3.14,1,0
181891,Ballard Gem!,871668,Andrea,Ballard,Adams,47.6701903492885,-122.38756405572067,Entire home/apt,275,3,1,2018-09-03,0.41,1,353
186328,"Beautiful Update Craftsman 3BR, 3BA",895223,Andrew,Queen Anne,North Queen Anne,47.644130860591716,-122.35629916528968,Entire home/apt,250,3,1,2013-11-08,0.02,1,0
189156,Sweet Studio -Water & Mountain view,179030,Harriet,West Seattle,Seaview,47.54543065329513,-122.39783727124518,Private room,69,2,252,2018-11-06,2.88,1,170
190984,Home in Hillman City - large studio & free parking,923095,Denise,Rainier Valley,Columbia City,47.55284232273945,-122.2778935707404,Entire home/apt,80,2,150,2018-11-13,2.73,2,61
193836,Spacious Suite Near Lincoln Park in West Seattle,583579,Amy,West Seattle,Gatewood,47.5357006475623,-122.38631240820723,Entire home/apt,95,1,162,2018-10-06,1.83,1,340
202174,Modern Townhome in Superb Location,58235,Apryl,Downtown,International District,47.59604912266185,-122.31785010213017,Entire home/apt,159,2,19,2018-11-05,0.25,1,0
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67770465236915,-122.35983885212654,Entire home/apt,245,7,22,2018-08-31,0.42,1,335
202260,Cozy Seattle Apartment Near UW & Children's,990195,Kerry,Other neighborhoods,View Ridge,47.680037571453326,-122.28398342775688,Entire home/apt,99,30,143,2016-08-01,1.63,1,0
208356,contemporary art loft downtown [7],1025723,Dirk & Jaq,Downtown,International District,47.59908074853163,-122.32559126162168,Private room,99,4,703,2018-10-07,8.02,3,0
208670,2BR/1BA Quiet Capitol Hill Bungalow w/Loft,1022302,David,Capitol Hill,Broadway,47.621627391991474,-122.3169293075834,Entire home/apt,212,2,131,2017-08-31,1.59,1,0
210316,"""THE 5-STAR HOUSE""",2438665,Flor,Other neighborhoods,Crown Hill,47.69989837304277,-122.366141804709,Private room,80,2,67,2018-10-09,1.24,4,245
215882,Relaxing Garden Cottage w/ Hot Tub!,971336,Julie,Rainier Valley,Columbia City,47.561297038408405,-122.28121860707182,Entire home/apt,84,2,336,2018-11-10,3.93,1,63
217142,LOCATION! Family SPACIOUS 2BD/2BA PRKG FREE WiFi,8243075,Jara,Downtown,Belltown,47.61533864521228,-122.3479052929908,Entire home/apt,200,2,130,2018-10-28,1.51,4,269
218741,"Private, Large Room+Bath in Ballard",468703,Corinne & Tom,Ballard,Loyal Heights,47.682309277976834,-122.37874966188296,Private room,90,1,131,2018-08-18,1.68,2,179
219532,"Fun home in Funky Fremont, Seattle",1037115,Rose And Glen,Other neighborhoods,Fremont,47.65692476652087,-122.36093488228843,Entire home/apt,275,3,76,2018-08-25,0.96,6,141
222885,Gluten Free on Phinney Ridge,72845,Judith,Other neighborhoods,Phinney Ridge,47.675746783915834,-122.35738908281179,Private room,75,2,29,2018-07-27,0.34,2,152
224763,"Location! Sleeps 4 WiFi  Luxurious, Parking Inc!",8243075,Jara,Downtown,Belltown,47.61386020183852,-122.34878733911823,Entire home/apt,139,1,88,2018-10-30,1.06,4,299
225820,Family Friendly on Phinney Ridge,72845,Judith,Other neighborhoods,Phinney Ridge,47.67780944171627,-122.35862131985003,Private room,90,2,83,2018-10-21,1.22,2,152
226495,"Fun apartment in Ballard, Seattle",1037115,Rose And Glen,Ballard,Whittier Heights,47.68966108455991,-122.36839417847025,Entire home/apt,170,3,81,2018-10-31,1.02,6,261
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.661197336598235,-122.40144552294248,Private room,46,1,164,2018-11-05,1.92,2,353
226677,Sunny Parisian beauty room w/ comfy bed,30559,Angielena,Other neighborhoods,Georgetown,47.54969070926658,-122.31867911342043,Private room,55,2,131,2018-10-22,1.53,5,349
227636,Large Ballard/Fremont apartment,1187351,Michael,Ballard,West Woodland,47.66807053413411,-122.36208615998129,Entire home/apt,120,2,206,2018-11-11,2.41,1,51
229990,Alki Beach 1/2 block to beach,1201633,Wayne,West Seattle,Alki,47.57822930127431,-122.41181212048592,Entire home/apt,160,1,1,2018-06-23,0.21,1,347
231097,Peaceful NE Seattle guest room,990692,Paul,Lake City,Matthews Beach,47.70638974062461,-122.28074562168605,Private room,54,3,143,2018-10-11,1.65,1,344
232015,Cute and bright MIL in Wallingford,1195347,Dorothee + Steffen,Other neighborhoods,Wallingford,47.649695031301775,-122.3356210934739,Entire home/apt,85,2,18,2018-10-13,0.21,1,137
233502,West Seattle room with private bath,1215564,Danielle,West Seattle,North Admiral,47.57326555829689,-122.37436117067985,Private room,60,1,1,2012-06-06,0.01,1,247
240920,"Quiet Greenlake home, balcony room in the trees.",946910,Nathan,Other neighborhoods,Wallingford,47.66817599754457,-122.33737078892932,Private room,55,4,18,2018-08-06,0.23,3,62
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.643286242768724,-122.37581862242078,Entire home/apt,215,2,79,2018-10-29,1.32,3,332
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.636289038357184,-122.37102519997765,Entire home/apt,175,1,284,2018-09-17,3.31,3,167
243885,Charming Urban Garden Bungalow,1279637,Melody And Justin,Other neighborhoods,Wallingford,47.67057941089157,-122.32363251842308,Entire home/apt,125,3,4,2018-07-06,0.05,1,0
251922,"Sleepy North Admiral, West Seattle",512084,Edwin,West Seattle,North Admiral,47.58143267810479,-122.3941090278362,Entire home/apt,83,2,207,2018-10-27,2.42,1,344
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67716562002255,-122.36169283150076,Entire home/apt,85,3,148,2018-11-10,1.75,1,110
260613,Modern & New MIL Apt. in N. Ballard,1387754,Monika,Ballard,Whittier Heights,47.686489527587256,-122.36846188385235,Entire home/apt,100,1,45,2018-08-10,0.55,1,329
261912,"Storybook Tudor, house at GreenLake",558743,Natalie,Other neighborhoods,Green Lake,47.68378067083367,-122.34201281887877,Entire home/apt,200,4,30,2018-08-17,0.38,2,18
264829,2bed Rm Inner City Suite Near Dwtn,862329,Prez & 'Keia,Beacon Hill,North Beacon Hill,47.575290972156935,-122.30204873393409,Entire home/apt,175,2,47,2018-09-17,0.56,5,365
270370,"NorthBeach, fantastic water view",1309213,Audrey&Benoit,Other neighborhoods,North Beach/Blue Ridge,47.69818119433137,-122.38710132957083,Entire home/apt,195,2,0,,,1,0
271509,★Harbor&City Views!★11/25-29,74305,Seattle Oasis,Downtown,Belltown,47.615775348227885,-122.34871858409774,Entire home/apt,175,2,63,2018-11-04,0.83,43,153
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,8243075,Jara,Downtown,Belltown,47.61607469425918,-122.3466774770061,Entire home/apt,139,2,99,2018-10-20,1.17,4,273
278830,Charming Craftsman house,1452570,Emily,Queen Anne,West Queen Anne,47.63291840276724,-122.37247063402224,Entire home/apt,395,2,67,2018-09-04,0.87,3,34
279209,Beautiful Light Filled Cottage in Central Ballard,601384,Eva,Ballard,Loyal Heights,47.68122540632333,-122.37971140243398,Entire home/apt,150,2,2,2016-06-26,0.07,1,0
281208,"Luxury, Location, Great For Family",658155,Joe,Central Area,Atlantic,47.59379732048903,-122.30514883618577,Entire home/apt,229,3,146,2018-11-12,1.78,16,69
281789,11th Avenue Inn Bed and Breakfast,31509,David,Capitol Hill,Broadway,47.619882824070686,-122.3196125641577,Private room,99,1,52,2018-11-08,0.63,6,41
282934,Seattle Sojourn Guest Suite near Lighthouse Roasters,781716,Andra,Other neighborhoods,Fremont,47.65758911115836,-122.35437619558947,Entire home/apt,119,4,89,2018-09-30,1.29,1,0
284087,The Nest in the Heart of the City,721070,Suzanne,Downtown,First Hill,47.611481116658794,-122.32912106367387,Entire home/apt,175,3,156,2018-10-29,1.91,1,332
284480,"Urban Chic, West Seattle Apartment",1481380,Ellen & Jim,Delridge,North Delridge,47.567830118042195,-122.37004568745931,Entire home/apt,129,2,0,,,1,0
286080,11/11-14★2Bed Sleep 6/Heart of Downtown Seattle,74305,Seattle Oasis,Downtown,Belltown,47.615232025540514,-122.3470274205939,Entire home/apt,144,2,79,2018-10-29,0.94,43,141
299817,Cap Hill Mountain/Lake View Oasis,1545026,Anna,Capitol Hill,Stevens,47.62387528653714,-122.30133479636105,Entire home/apt,125,7,9,2018-08-14,0.14,1,349
301059,✶11/18-20✶ Belltown-Fantastic View,74305,Seattle Oasis,Downtown,Belltown,47.61497282402782,-122.34855449678832,Entire home/apt,113,2,42,2018-08-31,0.52,43,141
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64481046598993,-122.32428514209346,Entire home/apt,150,30,8,2018-08-10,0.10,2,350
311790,Eastlake Union-Fantastic Location,1204187,Kara,Cascade,Eastlake,47.646421319672854,-122.32495375092726,Private room,50,1,3,2017-06-08,0.04,2,0
314180,Historic Wallingford Gem w/ Amazing Seattle Views,1224813,Cam,Other neighborhoods,Wallingford,47.65386101204191,-122.33849652099613,Entire home/apt,225,3,43,2018-10-31,0.53,2,172
317248,Historic Seattle Home Designed for Modern Living,658155,Joe,Capitol Hill,Broadway,47.62336215811369,-122.31667781615316,Entire home/apt,240,3,144,2018-11-12,1.85,16,55
318475,Center of the universe Fremont Flat,1634441,Daniel,Other neighborhoods,Fremont,47.6563340604956,-122.34997753274666,Entire home/apt,131,2,121,2018-11-12,1.58,2,57
319768,Family Friendly Modern Seattle Home,1577903,Jen,Central Area,Atlantic,47.59582907438037,-122.29788421687861,Entire home/apt,135,5,5,2013-12-28,0.06,1,0
338091,"spacious, great location w view",1717589,Jen,Capitol Hill,Broadway,47.61897138842802,-122.32420719122311,Entire home/apt,165,1,115,2018-10-05,1.43,3,355
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.655884937674095,-122.33213596885538,Entire home/apt,90,2,182,2018-11-12,2.24,1,1
340738,Victorian home on Capitol Hill,1729224,Marlow,Capitol Hill,Stevens,47.62344282982018,-122.30658692497155,Entire home/apt,195,30,0,,,4,0
341454,"Cool 2BR Flat w/Private Balcony, City Views",1732181,William,Central Area,Minor,47.61037711716619,-122.31156583651604,Entire home/apt,175,3,48,2018-10-28,1.44,3,352
353039,St. John's Apt. 300 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.613674563916945,-122.32202827214266,Entire home/apt,155,30,46,2018-11-05,0.59,8,302
353110,West Seattle Backyard Vacation Cottage,1788284,Eric,West Seattle,North Admiral,47.580028809847256,-122.39025109179285,Entire home/apt,107,4,67,2018-10-23,0.83,1,338
353347,VACATION HOUSE WEST SEATTLE,791459,Kathy,West Seattle,Arbor Heights,47.50508834369015,-122.3782388157457,Entire home/apt,200,5,29,2015-08-27,0.36,1,364
356248,Seattle 2BR Apt with Amazing Water Views!,306615,Montara,Capitol Hill,Portage Bay,47.650051607324926,-122.32110133068753,Entire home/apt,159,3,20,2018-09-25,0.77,3,249
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61304301054661,-122.32321421294104,Entire home/apt,196,3,98,2018-10-27,1.25,8,304
365550,contemporary art loft downtown [17],1025723,Dirk & Jaq,Downtown,International District,47.59901630438827,-122.32707987628241,Private room,99,3,717,2018-10-29,8.86,3,0
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.683544739522105,-122.33091114440992,Entire home/apt,450,4,28,2018-10-24,0.45,1,356
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Greenwood,47.68348314871844,-122.35705388667768,Private room,85,3,192,2018-10-23,2.38,2,152
380950,4BR/2BA Craftsman Charmer w/ Stunning Sunset Views,287962,Ian,Other neighborhoods,Fremont,47.666229972015564,-122.36069690888976,Entire home/apt,400,1,25,2017-09-04,0.32,1,0
384797,The FUN HOUSE 2 - 6 room/10 bed/3 bath,50893,Chris,Capitol Hill,Broadway,47.62569810383052,-122.32095362196334,Entire home/apt,499,4,41,2018-10-29,0.52,2,335
385438,Luxury Condo with lake union views ,1929300,Arvind,Capitol Hill,Broadway,47.62836567900654,-122.32626046891215,Entire home/apt,175,4,4,2015-09-08,0.05,1,0
387078,Modern on Capitol Hill. LOCATION!,1121532,Allie,Capitol Hill,Broadway,47.62177825469548,-122.32378708881984,Entire home/apt,119,1,141,2018-10-01,1.96,7,329
387464,Backyard Studio Apartment near UW,1938802,Jason And Susy,Other neighborhoods,Ravenna,47.67675310398204,-122.29397184567455,Entire home/apt,93,2,208,2018-10-29,2.58,1,340
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58513027441332,-122.31526144655827,Private room,72,2,234,2018-10-14,2.94,1,365
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.575769480485796,-122.31636208846803,Entire home/apt,112,3,122,2018-09-15,1.56,1,172
394408,Sweet home in the heart of Fremont,1971733,Caroline,Other neighborhoods,Fremont,47.65810701483653,-122.35738897716084,Entire home/apt,150,1,48,2016-12-13,0.61,1,318
397117,Great Space & Location + View!,391714,Lauren,Downtown,Central Business District,47.607274980640824,-122.33156445150713,Entire home/apt,115,1,478,2018-10-27,5.93,1,192
408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Ballard,Adams,47.67553326838632,-122.37632401407798,Entire home/apt,218,14,0,,,2,365
413733,Chill Central District 2BR,2057654,Michele & Ryan,Central Area,Madrona,47.609070018702475,-122.29613261017361,Entire home/apt,269,2,135,2018-10-29,3.30,1,81
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.69921614825644,-122.3507160207942,Private room,71,1,332,2018-08-02,4.29,1,0
430609,"Fresh & hip. 3br/2.5ba deck, bright, walk to all!",165390,Seth,Other neighborhoods,Fremont,47.65883131385418,-122.34796651322185,Entire home/apt,225,2,46,2018-08-26,0.99,7,143
430610,"modern,super roof deck, garage,88 walkscore.",165390,Seth,Other neighborhoods,Wallingford,47.654101565865275,-122.33851094420066,Entire home/apt,259,5,93,2018-09-08,1.22,7,317
433842,Green Lake Place,2088654,Steve,Other neighborhoods,Green Lake,47.685280897233234,-122.34315760200866,Entire home/apt,85,2,18,2018-09-03,3.42,1,0
443942,Stunning downtown flat top floor with internet,64955,Beb,Downtown,Belltown,47.615827760992865,-122.34077729895667,Entire home/apt,125,1,33,2018-05-14,0.56,1,361
445199,The Chandelier Room,2211872,Eliza,Delridge,North Delridge,47.5696575879365,-122.36171127747023,Private room,80,2,96,2017-08-13,1.23,1,348
447523,Bedroom in artistic Northwest home,2222321,Deb,Other neighborhoods,Wedgwood,47.685232469434546,-122.28943464370319,Private room,50,1,176,2018-09-15,2.26,4,356
451012,Spacious house near Ballard ,2234071,Sasan,Other neighborhoods,Broadview,47.71351832820821,-122.35873528656685,Entire home/apt,195,7,2,2013-12-30,0.03,1,335
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.683940881288734,-122.37304553256494,Entire home/apt,99,3,242,2018-10-08,3.09,1,346
461567,LIGHT SUITE W/MOUNTAIN VIEWS; CLOSE TO BALLARD,2294267,Donna,Other neighborhoods,Crown Hill,47.69736004130411,-122.37622221181891,Private room,75,1,262,2018-09-30,3.42,1,160
