id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14417315,Ideal Location on Beacon Hill,88703734,Christopher,,Downtown,42.35883930442449,-71.06229317950758,Entire home/apt,355,1,9,2018-08-12,0.34,1,106
14418787,Private third floor walk-up: Room 1,3875741,Mekkin,,Roxbury,42.324227178779715,-71.08004848188634,Private room,74,2,14,2018-09-23,0.53,6,149
14421197,"2-BR W/Rooftop Deck by TD Garden, Beacon Hill!",4962900,Stay Alfred,,Downtown,42.365281074682045,-71.06078609739704,Entire home/apt,429,2,6,2018-08-31,0.23,51,286
14421304,Amazing 2-BR Boston Condo Sleeps 5!,4962900,Stay Alfred,,Downtown,42.36471355463015,-71.06062807787244,Entire home/apt,429,2,12,2018-03-07,0.47,51,254
14421403,Beautiful spacious Condo by Boston's West-End!,4962900,Stay Alfred,,Downtown,42.36434318493671,-71.06077179693705,Entire home/apt,429,2,2,2018-06-10,0.32,51,286
14421605,Amazing West-End Boston Condo Sleeps 5!,4962900,Stay Alfred,,Downtown,42.365994416014885,-71.06121218162697,Entire home/apt,429,2,4,2018-07-09,0.18,51,240
14421692,Amazing Central Boston 2-BR Condo!,4962900,Stay Alfred,,Downtown,42.364252759013205,-71.05958574525586,Entire home/apt,429,2,5,2018-10-24,0.20,51,232
14421841,Gorgeous Downtown Boston 2-BR Sleeps 5!,4962900,Stay Alfred,,Downtown,42.3646675827611,-71.06108001075275,Entire home/apt,429,2,18,2018-03-04,0.71,51,248
14421910,2-BR Condo 0.4 Miles to Boston's North End!,4962900,Stay Alfred,,Downtown,42.36574063671428,-71.05984695855581,Entire home/apt,429,2,2,2017-02-20,0.09,51,244
14422439,Beautiful Condo in Boston's Back Bay!,4962900,Stay Alfred,,Back Bay,42.346145237780114,-71.08002037914466,Entire home/apt,429,2,5,2018-09-23,0.20,51,196
14422695,Gorgeous Boston Condo Near Fenway Park!,4962900,Stay Alfred,,Back Bay,42.34491407344669,-71.07988699742862,Entire home/apt,429,2,15,2018-05-06,0.60,51,123
14423004,2-Bedroom Boston Condo W/Washer & Dryer!,4962900,Stay Alfred,,Back Bay,42.34654034032871,-71.07927440328857,Entire home/apt,429,2,12,2018-09-28,0.51,51,200
14423116,Spacious Boston 2-BR  0.2 Miles from TD Garden!,4962900,Stay Alfred,,West End,42.3625321558764,-71.06510385219568,Entire home/apt,429,2,1,2017-04-08,0.05,51,226
14423483,Beautiful 2-BR Condo 0.5 Mile to Boston Common!,4962900,Stay Alfred,,West End,42.36428350076047,-71.06535458734923,Entire home/apt,429,2,8,2017-06-09,0.32,51,261
14424180,"Downtown Crossing ARTlab, 2 Bedroom 1 Bath",20857768,Adam,,Downtown,42.35625501217886,-71.06148527337116,Private room,289,4,16,2018-09-07,0.62,15,89
14426124,Beautiful private room near BCEC/Seaport/Downtown,41662052,Phil,,South Boston,42.33160048623615,-71.03635413809559,Private room,90,1,93,2018-11-08,3.37,1,136
14426987,Urban oasis: 2 pvt rooms+guest bath,31367270,Brad,,Roxbury,42.32672768551645,-71.09283127944177,Private room,145,2,69,2018-10-28,2.50,1,4
14428517,Private third floor walk-up: Room 2,3875741,Mekkin,,Roxbury,42.32535454842778,-71.08133426855407,Private room,75,2,1,2016-10-21,0.04,6,149
14428745,Private third floor walk-up: Apartment,3875741,Mekkin,,Roxbury,42.323921548813516,-71.07958213027628,Entire home/apt,120,3,45,2018-09-16,1.68,6,141
14441447,Downtown/upscale room for females,25911903,Esha,,Back Bay,42.34308692829877,-71.08157830823453,Private room,58,5,1,2017-06-06,0.06,2,89
14442491,Cozy apt in the heart of Back Bay,25424192,Yonatan,,Back Bay,42.34963192836867,-71.08311894250734,Entire home/apt,300,2,15,2018-10-21,0.58,3,23
14452500,1 Bedroom in prime North End,3387042,Nirmal,,North End,42.366905473670734,-71.05365030528543,Entire home/apt,110,2,18,2017-07-04,0.67,1,0
14460344,"Friendly Double Bed near Harvard, BU & BC",89089164,Ellen,,Brighton,42.34595464922923,-71.15275051264068,Private room,80,1,8,2017-03-12,0.29,1,0
14461998,COZY South end studio (In Boston),88372372,Lauren,,South End,42.335003376033924,-71.0750936145144,Entire home/apt,165,2,17,2017-10-29,0.62,1,0
